Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,AVERAGE_NormPSM,SD_NormPSM,Functional_Category,SEM_NormPSM
A0A8J5HQH1,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_018551 PE=3 SV=1,24.2,0.0,630640.3125,1035227.75,,11.0,11.0,0.0,10.731742876076872,10.592752485609628,10.662247680843251,0.09828104761915432,Other,0.05674258929915718
A0A8J5HQD9,40S ribosomal protein S4 OS=Zingiber officinale OX=94328 GN=ZIOFF_010793 PE=3 SV=1,29.9,134022681.0,66864750.5,116340973.625,68.0,77.0,91.0,72.6063243400058,75.12220013253811,87.63095238095238,78.45315895116543,8.047131596459877,Protein Synthesis,4.646013593420453
A0A8J5HPY5,40S ribosomal protein S7 OS=Zingiber officinale OX=94328 GN=ZIOFF_012997 PE=3 SV=1,23.9,1747798.9375,1589337.9375,1689557.734375,17.0,22.0,18.0,18.15158108500145,21.463485752153744,17.33359497645212,18.98288727120244,2.1868474881020776,Protein Synthesis,1.2625769859323914
A0A8J5HPF9,Small ribosomal subunit protein uS15 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_002612 PE=3 SV=1,17.0,141434146.75,138414768.066406,131848671.273438,22.0,55.0,19.0,23.490281404119525,53.65871438038436,18.296572475143904,31.815189419882596,19.09445836191166,Protein Synthesis,11.024190675279797
A0A8J5HME3,40S ribosomal protein S7 OS=Zingiber officinale OX=94328 GN=ZIOFF_009045 PE=3 SV=1,22.1,3090484.140625,3025558.0,2750090.59375,25.0,37.0,29.0,26.69350159559037,36.09768058316766,27.926347462061745,30.239176546939927,5.110922557571318,Protein Synthesis,2.9507925144211313
A0A8J5HM18,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_022799 PE=4 SV=1,102.6,0.0,336319.109375,0.0,,3.0,,0.0,2.9268389662027836,0.0,2.9268389662027836,0.0,Other,0.0
A0A8J5HLZ3,NADP-dependent oxidoreductase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_019442 PE=4 SV=1,37.9,1572138.625,1726327.75,1854485.5,5.0,2.0,3.0,5.3387003191180735,1.951225977468522,2.8889324960753533,3.3929529308873163,1.7490777721029296,Antioxidant,1.0098305225572173
A0A8J5HLV1,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_012581 PE=3 SV=1,70.9,0.0,1111314.8125,0.0,,54.0,,0.0,52.6831013916501,0.0,52.6831013916501,0.0,Other,0.0
A0A8J5HJX2,Large ribosomal subunit protein eL22 OS=Zingiber officinale OX=94328 GN=ZIOFF_016421 PE=3 SV=1,14.4,507095.75,447315.0,599736.875,18.0,14.0,17.0,19.219321148825067,13.658581842279656,16.370617477760334,16.416173489621684,2.780649550285404,Protein Synthesis,1.6054087663792898
A0A8J5HJ65,Polyadenylate-binding protein OS=Zingiber officinale OX=94328 GN=ZIOFF_020883 PE=3 SV=1,83.6,0.0,0.0,0.0,11.0,6.0,5.0,11.745140702059762,5.853677932405567,4.814887493458922,7.471235375974751,3.7375756107756657,Other,2.1578902849979107
A0A8J5HIA5,Small ribosomal subunit protein uS10 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_020403 PE=3 SV=1,14.1,1773274.40625,2431850.8125,1862799.9375,8.0,8.0,8.0,8.541920510588918,7.804903909874088,7.703819989534276,8.016881469999094,0.4574975249609864,Protein Synthesis,0.26413631918981306
A0A8J5HHW0,Large ribosomal subunit protein eL14 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_019493 PE=3 SV=1,15.6,4610651.875,4018194.375,4874069.375,30.0,32.0,46.0,32.03220191470844,31.219615639496354,44.29696493982208,35.84959416467563,7.3269112778348875,Protein Synthesis,4.230194198586477
A0A8J5HHL6,Protein argonaute 1-like OS=Zingiber officinale OX=94328 GN=ZIOFF_009390 PE=3 SV=1,132.0,3822875.0,2591127.703125,3781400.65625,13.0,12.0,11.0,13.880620829706992,11.707355864811134,10.592752485609628,12.060243060042586,1.6720994562071076,Other,0.9653870711530005
A0A8J5HGG6,Histone H4 OS=Zingiber officinale OX=94328 GN=ZIOFF_026289 PE=3 SV=1,11.4,1796433.0625,1383341.9375,1556482.25,20.0,21.0,21.0,21.354801276472294,20.487872763419485,20.222527472527474,20.68840050413975,0.592173558066973,Other,0.34189156315694536
A0A8J5HGA2,Fructose-bisphosphate aldolase OS=Zingiber officinale OX=94328 GN=ZIOFF_013614 PE=3 SV=1,44.2,5354642.375,447091.75,4084641.71875,9.0,9.0,7.0,9.609660574412533,8.78051689860835,6.740842490842491,8.377006654621125,1.476361976923884,Other,0.8523779847983326
A0A8J5HFN4,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_015944 PE=3 SV=1,30.6,136172.453125,140836.125,1492421.625,5.0,2.0,5.0,5.3387003191180735,1.951225977468522,4.814887493458922,4.034937930015173,1.8234545771613249,Other,1.0527719909791462
A0A8J5HFE0,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_016280 PE=3 SV=1,16.4,5404147.4140625,6747524.75,8158689.0,8.0,11.0,14.0,8.541920510588918,10.731742876076872,13.481684981684982,10.918449456116923,2.47516924022348,Protein Synthesis,1.4290396271329078
A0A8J5HFD9,Small ribosomal subunit protein uS7c OS=Zingiber officinale OX=94328 GN=ZIOFF_014860 PE=3 SV=1,21.9,37807677.625,40819361.9375,19124942.71875,53.0,64.0,70.0,56.59022338265159,62.43923127899271,67.4084249084249,62.14595985668973,5.415060217432097,Protein Synthesis,3.1263864742124547
A0A8J5HFD5,Small ribosomal subunit protein uS8c OS=Zingiber officinale OX=94328 GN=ZIOFF_012313 PE=3 SV=1,14.8,124423794.8125,81494434.8125,82967879.875,25.0,19.0,11.0,26.69350159559037,18.53664678595096,10.592752485609628,18.607633622383652,8.050609282771482,Protein Synthesis,4.648021436548616
A0A8J5HEJ9,40S ribosomal protein S15 OS=Zingiber officinale OX=94328 GN=ZIOFF_019690 PE=3 SV=1,17.3,0.0,6244380.3125,0.0,,23.0,,0.0,22.439098740888006,0.0,22.439098740888006,0.0,Protein Synthesis,0.0
A0A8J5HEC5,Amine oxidase OS=Zingiber officinale OX=94328 GN=ZIOFF_019510 PE=3 SV=1,78.8,0.0,568885.921875,348816.90625,,2.0,4.0,0.0,1.951225977468522,3.851909994767138,2.90156798611783,1.3439865575247414,Other,0.7759510007741479
A0A8J5HCW1,Ribosomal protein L19 OS=Zingiber officinale OX=94328 GN=ZIOFF_015352 PE=3 SV=1,33.7,5723717.5625,4668853.6875,4322054.75,12.0,10.0,13.0,12.812880765883376,9.756129887342611,12.518707482993197,11.695906045406394,1.6863223706148638,Protein Synthesis,0.9735986746149795
A0A8J5HCD3,Large ribosomal subunit protein uL2 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_024501 PE=3 SV=1,36.3,14492638.25,17297615.5,16098422.375,19.0,21.0,24.0,20.287061212648677,20.487872763419485,23.111459968602826,21.29546464822366,1.5758999246335441,Protein Synthesis,0.9098462457030877
A0A8J5HBQ8,Plantacyanin OS=Zingiber officinale OX=94328 GN=ZIOFF_024227 PE=4 SV=1,26.8,5972026.4375,3179322.6875,8010031.65625,4.0,3.0,4.0,4.270960255294459,2.9268389662027836,3.851909994767138,3.6832364054214604,0.6877525679737113,Other,0.39707413025547866
A0A8J5HBF1,40S ribosomal protein S24 OS=Zingiber officinale OX=94328 GN=ZIOFF_022142 PE=3 SV=1,24.0,14806347.5,13567703.0,19179204.0,13.0,34.0,13.0,13.880620829706992,33.17084161696488,12.518707482993197,19.856723309888356,11.550455043508544,Protein Synthesis,6.668658328632329
A0A8J5HB06,"6,7-dimethyl-8-ribityllumazine synthase OS=Zingiber officinale OX=94328 GN=ZIOFF_014012 PE=3 SV=1",23.4,1768404.375,1057954.875,2513725.0,5.0,4.0,6.0,5.3387003191180735,3.902451954937044,5.777864992150707,5.006339088735275,0.9808881208547262,Other,0.5663160206203823
A0A8J5HAZ7,40S ribosomal protein S26 OS=Zingiber officinale OX=94328 GN=ZIOFF_016939 PE=3 SV=1,18.5,10952911.75,8851565.125,1371207.125,11.0,11.0,12.0,11.745140702059762,10.731742876076872,11.555729984301413,11.344204520812683,0.5387959304827793,Protein Synthesis,0.31107397550250754
A0A8J5HAP6,Polyadenylate-binding protein OS=Zingiber officinale OX=94328 GN=ZIOFF_019693 PE=3 SV=1,70.9,351803.8125,370420.625,427394.65625,3.0,3.0,4.0,3.203220191470844,2.9268389662027836,3.851909994767138,3.3273230508135883,0.47485812801832056,Other,0.27415946803825914
A0A8J5HAI9,Ras-related protein Rab7 OS=Zingiber officinale OX=94328 GN=ZIOFF_025274 PE=3 SV=1,26.9,357703.59375,157807.421875,111806.5,5.0,5.0,5.0,5.3387003191180735,4.878064943671306,4.814887493458922,5.010550918749434,0.2859359531006163,Exosome Marker,0.16508519949363304
A0A8J5HAI2,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_022989 PE=3 SV=1,25.7,3139830.75,6651585.46875,9899308.53125,17.0,16.0,18.0,18.15158108500145,15.609807819748177,17.33359497645212,17.031661293733915,1.2975075316000688,Other,0.7491163226448666
A0A8J5H9B9,Glyceraldehyde-3-phosphate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_013612 PE=3 SV=1,35.9,0.0,0.0,0.0,,4.0,,0.0,3.902451954937044,0.0,3.902451954937044,0.0,Other,0.0
A0A8J5H952,UDP-arabinopyranose mutase OS=Zingiber officinale OX=94328 GN=ZIOFF_019156 PE=3 SV=1,45.1,0.0,0.0,0.0,13.0,10.0,9.0,13.880620829706992,9.756129887342611,8.66679748822606,10.767849401758554,2.750212853749761,Exosome Marker,1.5878361314411935
A0A8J5H8B8,Small ribosomal subunit protein uS5 OS=Zingiber officinale OX=94328 GN=ZIOFF_026792 PE=3 SV=1,30.0,11400137.5,11286522.0,10596184.0,55.0,58.0,64.0,58.725703510298814,56.58555334658714,61.63055991627421,58.98060559105338,2.5321441754225167,Protein Synthesis,1.461934121307133
A0A8J5H7E1,Translation elongation factor IF5A C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_019432 PE=3 SV=1,26.2,6611817.375,4436761.75,6284373.9375,12.0,6.0,9.0,12.812880765883376,5.853677932405567,8.66679748822606,9.111118728838335,3.500813054565437,Protein Synthesis,2.0211953594359113
A0A8J5H7B7,Large ribosomal subunit protein uL6 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_019357 PE=3 SV=1,29.1,38303455.40625,37593038.8984375,28969441.0625,36.0,40.0,36.0,38.438642297650134,39.024519549370446,34.66718995290424,37.376783933308275,2.364791257701654,Protein Synthesis,1.3653128692113237
A0A8J5H6F8,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_023422 PE=3 SV=1,27.6,296327.15625,492195.15625,417485.125,6.0,7.0,6.0,6.406440382941688,6.829290921139828,5.777864992150707,6.3378654320774075,0.5290567209214793,Other,0.30545104024059677
A0A8J5H685,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent) OS=Zingiber officinale OX=94328 GN=ZIOFF_023150 PE=3 SV=1",60.8,210548.9140625,649620.25,1160919.45703125,3.0,4.0,3.0,3.203220191470844,3.902451954937044,2.8889324960753533,3.3315348808277476,0.5188004606796237,Other,0.2995295856290826
A0A8J5H657,S-adenosylmethionine synthase OS=Zingiber officinale OX=94328 GN=ZIOFF_020795 PE=3 SV=1,48.8,935545.4375,1056523.78125,1111181.28125,3.0,4.0,3.0,3.203220191470844,3.902451954937044,2.8889324960753533,3.3315348808277476,0.5188004606796237,Other,0.2995295856290826
A0A8J5H5J9,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_026959 PE=3 SV=1,26.0,2172849.4140625,2359964.3125,3318584.15625,6.0,9.0,9.0,6.406440382941688,8.78051689860835,8.66679748822606,7.951251589925366,1.3390534996747445,Other,0.7731028984965242
A0A8J5H5C3,Large ribosomal subunit protein uL18 C-terminal eukaryotes domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_020257 PE=3 SV=1,36.9,136486843.671875,119302280.630859,147467106.574219,78.0,74.0,78.0,83.28372497824195,72.19536116633532,75.11224489795917,76.86377701417881,5.747943247102548,Protein Synthesis,3.3185765810013477
A0A8J5H4K6,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_022022 PE=3 SV=1,23.9,7858956.5625,576604.4375,617410.0625,11.0,11.0,11.0,11.745140702059762,10.731742876076872,10.592752485609628,11.023212021248755,0.6290590968213569,Other,0.36318743888599325
A0A8J5H438,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_023428 PE=3 SV=1,12.2,0.0,609856.46875,0.0,,21.0,,0.0,20.487872763419485,0.0,20.487872763419485,0.0,Protein Synthesis,0.0
A0A8J5H3Z6,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_026414 PE=3 SV=1,38.4,643473.375,512638.234375,812448.06640625,3.0,3.0,3.0,3.203220191470844,2.9268389662027836,2.8889324960753533,3.0063305512496608,0.17156157186036974,Other,0.0990511196961798
A0A8J5H3Y4,OBG-type G domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_026367 PE=4 SV=1,77.1,0.0,981424.65625,1502262.375,,3.0,6.0,0.0,2.9268389662027836,5.777864992150707,4.3523519791767455,2.0159798362871078,Other,1.1639265011612194
A0A8J5H3Y3,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_023140 PE=3 SV=1,27.6,341865.75,677959.1875,892403.1796875,4.0,4.0,4.0,4.270960255294459,3.902451954937044,3.851909994767138,4.008440734999547,0.2287487624804932,Other,0.13206815959490653
A0A8J5H3V1,60S ribosomal protein L12 OS=Zingiber officinale OX=94328 GN=ZIOFF_023077 PE=3 SV=1,17.8,2112546.1875,1188438.1875,1694788.25,6.0,5.0,6.0,6.406440382941688,4.878064943671306,5.777864992150707,5.687456772921234,0.768188196615525,Protein Synthesis,0.4435136621042665
A0A8J5H2P4,RING-type E3 ubiquitin transferase OS=Zingiber officinale OX=94328 GN=ZIOFF_024687 PE=3 SV=1,69.2,481961.3125,493801.09375,783912.4375,7.0,10.0,14.0,7.4741804467653035,9.756129887342611,13.481684981684982,10.237331771930966,3.0325227327373243,Other,1.7508278160695538
A0A8J5H2M8,"30S ribosomal protein S4, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_020633 PE=3 SV=1",30.6,15121466.6875,9962277.9453125,11158441.8359375,30.0,29.0,31.0,32.03220191470844,28.29277667329357,29.852302459445315,30.05909368248244,1.8782697467287686,Protein Synthesis,1.0844195438845847
A0A8J5H2J7,40S ribosomal protein S16 OS=Zingiber officinale OX=94328 GN=ZIOFF_033658 PE=3 SV=1,16.4,2981220.25,1611980.25,2700902.75,35.0,31.0,29.0,37.37090223382652,30.24400265076209,27.926347462061745,31.847084115550118,4.922124170140008,Protein Synthesis,2.841789714615097
A0A8J5H198,40S ribosomal protein S18 OS=Zingiber officinale OX=94328 GN=ZIOFF_025215 PE=3 SV=1,19.7,92012634.5,77285736.25,104967113.5,37.0,44.0,44.0,39.50638236147375,42.92697150430749,42.37100994243851,41.60145460273992,1.8355568873401835,Protein Synthesis,1.0597592630187267
A0A8J5H111,Ribosomal protein L3 OS=Zingiber officinale OX=94328 GN=ZIOFF_023521 PE=3 SV=1,49.3,3186080.1875,2171702.15625,6444331.0625,72.0,77.0,88.0,76.87728459530027,75.12220013253811,84.74201988487702,78.91383487090513,5.123073861040085,Protein Synthesis,2.957808072749829
A0A8J5H0D1,Eukaryotic translation initiation factor 6 OS=Zingiber officinale OX=94328 GN=EIF6 PE=3 SV=1,46.7,2596430.765625,2521201.7421875,1302035.4140625,4.0,4.0,4.0,4.270960255294459,3.902451954937044,3.851909994767138,4.008440734999547,0.2287487624804932,Protein Synthesis,0.13206815959490653
A0A8J5GZY9,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_024173 PE=3 SV=1,30.6,1485445.9375,1960465.34375,1805280.46875,4.0,5.0,5.0,4.270960255294459,4.878064943671306,4.814887493458922,4.654637564141562,0.3337724607377775,Other,0.19270362005503966
A0A8J5GZL0,FAS1 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_028359 PE=3 SV=1,35.3,1867736.28125,1566354.59375,1701496.75,5.0,5.0,4.0,5.3387003191180735,4.878064943671306,3.851909994767138,4.689558419185506,0.7611093216326936,Other,0.43942667172736916
A0A8J5GZJ5,Luminal-binding protein 5 OS=Zingiber officinale OX=94328 GN=ZIOFF_028313 PE=3 SV=1,73.0,879505.84375,216096.046875,1069756.5,12.0,10.0,10.0,12.812880765883376,9.756129887342611,9.629774986917845,10.73292854671461,1.8023990445331868,Other,1.0406155735483598
A0A8J5GXN6,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_030122 PE=4 SV=1,16.2,64468793.546875,69259532.5625,117116633.65625,21.0,19.0,19.0,22.42254134029591,18.53664678595096,18.296572475143904,19.75192020046359,2.315938659176194,Other,1.3371078083020367
A0A8J5GXJ6,Large ribosomal subunit protein uL18 C-terminal eukaryotes domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_030043 PE=3 SV=1,34.2,3516363.578125,2973635.703125,4244633.7578125,22.0,25.0,30.0,23.490281404119525,24.390324718356528,28.88932496075353,25.589977027743192,2.8925407653428783,Protein Synthesis,1.670009189512677
A0A8J5GXF3,"Chaperonin CPN60-2, mitochondrial OS=Zingiber officinale OX=94328 GN=ZIOFF_029960 PE=3 SV=1",64.9,1188010.25,1107508.5,1096712.375,17.0,18.0,16.0,18.15158108500145,17.5610337972167,15.407639979068552,17.040084953762232,1.4442451216221828,Other,0.833835309744371
A0A8J5GX75,UDP-arabinopyranose mutase OS=Zingiber officinale OX=94328 GN=ZIOFF_029189 PE=3 SV=1,71.1,870033.5625,1087377.125,137492.453125,10.0,9.0,8.0,10.677400638236147,8.78051689860835,7.703819989534276,9.053912508792925,1.505524605688904,Exosome Marker,0.869215036366094
A0A8J5GW61,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_026260 PE=4 SV=1,15.4,6926472.1875,18603852.3125,19647638.75,11.0,14.0,13.0,11.745140702059762,13.658581842279656,12.518707482993197,12.64081000911087,0.9625466323429424,Other,0.5557265572907656
A0A8J5GW31,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_026261 PE=4 SV=1,15.4,1016031.9375,869414.4375,973952.0625,7.0,8.0,7.0,7.4741804467653035,7.804903909874088,6.740842490842491,7.339975615827295,0.5445777064416143,Other,0.31441208540873505
A0A8J5GUV5,Cupin type-1 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_028376 PE=3 SV=1,22.7,1704771.53125,1180434.96875,1734735.25,5.0,4.0,5.0,5.3387003191180735,3.902451954937044,4.814887493458922,4.685346589171346,0.7268342144642788,Other,0.41963792937718153
A0A8J5GUN5,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_025196 PE=4 SV=1,52.7,0.0,1139806.421875,0.0,,3.0,,0.0,2.9268389662027836,0.0,2.9268389662027836,0.0,Other,0.0
A0A8J5GU48,SHSP domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_029656 PE=3 SV=1,13.1,3626307.3125,3454728.0625,5758070.59375,6.0,5.0,6.0,6.406440382941688,4.878064943671306,5.777864992150707,5.687456772921234,0.768188196615525,Anti-stress/HSP,0.4435136621042665
A0A8J5GTD9,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_030518 PE=3 SV=1,16.3,1613722.90625,678004.9375,642058.8125,8.0,10.0,13.0,8.541920510588918,9.756129887342611,12.518707482993197,10.27225262697491,2.0380126760511725,Protein Synthesis,1.176647167130014
A0A8J5GT83,PLD phosphodiesterase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_038092 PE=4 SV=1,56.4,8929565.03515625,3861587.1640625,8873088.265625,13.0,14.0,15.0,13.880620829706992,13.658581842279656,14.444662480376765,13.994621717454471,0.4052503475670314,Lipid Metabolism,0.233971397257015
A0A8J5GSU3,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_024680 PE=3 SV=1,19.1,1025817.0,751631.9375,952351.375,26.0,21.0,28.0,27.761241659413983,20.487872763419485,26.963369963369964,25.07082812873448,3.988954715359528,Other,2.303024078698051
A0A8J5GSQ7,lactoylglutathione lyase OS=Zingiber officinale OX=94328 GN=ZIOFF_023548 PE=3 SV=1,40.0,1667928.953125,943306.578125,1112333.5,7.0,4.0,4.0,7.4741804467653035,3.902451954937044,3.851909994767138,5.076180798823162,2.0768823645267998,Antioxidant,1.1990885922347343
A0A8J5GSN7,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_030123 PE=4 SV=1,15.3,27711721.71875,25191769.390625,26311231.46875,17.0,19.0,19.0,18.15158108500145,18.53664678595096,18.296572475143904,18.328266782032106,0.19447954989863875,Other,0.11228282048585635
A0A8J5GSN5,40S ribosomal protein S27 OS=Zingiber officinale OX=94328 GN=ZIOFF_023865 PE=3 SV=1,9.6,20819814.0,17333922.0,25208480.0,11.0,9.0,11.0,11.745140702059762,8.78051689860835,10.592752485609628,10.372803362092581,1.494500514118217,Protein Synthesis,0.8628502741301868
A0A8J5GS42,"30S ribosomal protein S4, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_030989 PE=3 SV=1",22.8,9464722.5,4327706.15625,61737393.0195313,39.0,37.0,37.0,41.641862489120975,36.09768058316766,35.63016745159602,37.78990350796155,3.3440743302817046,Protein Synthesis,1.9307022147782598
A0A8J5GQM4,Peroxidase 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_028892 PE=3 SV=1,34.5,4996492.625,4252830.078125,4699113.078125,14.0,13.0,16.0,14.948360893530607,12.682968853545393,15.407639979068552,14.346323242048186,1.4586963995008566,Antioxidant,0.8421787589177575
A0A8J5GQH4,Adenosylhomocysteinase OS=Zingiber officinale OX=94328 GN=ZIOFF_028808 PE=3 SV=1,56.0,7927090.6875,6728606.875,10423416.6875,20.0,21.0,20.0,21.354801276472294,20.487872763419485,19.25954997383569,20.36740800457582,1.0528073536466886,Other,0.6078386090327332
A0A8J5GP41,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_032263 PE=3 SV=1,16.5,465782.125,2452348.0,875562.0625,4.0,10.0,10.0,4.270960255294459,9.756129887342611,9.629774986917845,7.885621709851638,3.131026103933246,Protein Synthesis,1.8076987639456048
A0A8J5GP14,Large ribosomal subunit protein eL20 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_033498 PE=3 SV=1,24.0,67999622.03125,59042731.71875,64596944.34375,34.0,45.0,56.0,36.3031621700029,43.90258449304175,53.92673992673993,44.710828863261526,8.839545659050177,Protein Synthesis,5.103514065766608
A0A8J5GMW1,Fructose-bisphosphate aldolase OS=Zingiber officinale OX=94328 GN=ZIOFF_032531 PE=3 SV=1,38.4,0.0,214755.28125,0.0,,7.0,,0.0,6.829290921139828,0.0,6.829290921139828,0.0,Other,0.0
A0A8J5GMP8,60S ribosomal protein L13a OS=Zingiber officinale OX=94328 GN=ZIOFF_035473 PE=3 SV=1,23.3,0.0,0.0,0.0,29.0,10.0,10.0,30.964461850884827,9.756129887342611,9.629774986917845,16.78345557504843,12.281274186203111,Protein Synthesis,7.090596957395969
A0A8J5GMM7,60S ribosomal protein L34 OS=Zingiber officinale OX=94328 GN=ZIOFF_031708 PE=3 SV=1,13.8,0.0,27729822.0,21410969.0,,6.0,7.0,0.0,5.853677932405567,6.740842490842491,6.297260211624029,0.6273200752991178,Protein Synthesis,0.362183414342002
A0A8J5GM18,60S ribosomal protein L13a OS=Zingiber officinale OX=94328 GN=ZIOFF_031884 PE=3 SV=1,23.3,166838.875,340780.78125,325726.625,28.0,11.0,11.0,29.896721787061214,10.731742876076872,10.592752485609628,17.073739049582574,11.105246251048058,Protein Synthesis,6.411616912459679
A0A8J5GLH4,Ribosomal protein L3 OS=Zingiber officinale OX=94328 GN=ZIOFF_027457 PE=3 SV=1,57.7,1445497.28125,1140672.875,3628784.9375,68.0,75.0,86.0,72.6063243400058,73.17097415506959,82.81606488749345,76.19778779418961,5.738545209042588,Protein Synthesis,3.3131506211975754
A0A8J5GLE0,Guanine nucleotide-binding protein subunit beta-like protein A OS=Zingiber officinale OX=94328 GN=ZIOFF_034846 PE=3 SV=1,35.3,1099526.59375,1635120.4375,1806384.0625,29.0,32.0,32.0,30.964461850884827,31.219615639496354,30.815279958137104,30.99978581617276,0.20446924633746155,Other,0.11805037441393333
A0A8J5GL54,Superoxide dismutase [Cu-Zn] OS=Zingiber officinale OX=94328 GN=ZIOFF_034061 PE=3 SV=1,15.1,2141765.75,2224701.5859375,2995113.328125,3.0,5.0,6.0,3.203220191470844,4.878064943671306,5.777864992150707,4.619716709097619,1.306620381039371,Antioxidant,0.7543776287217323
A0A8J5GL10,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_033965 PE=3 SV=1,12.3,82608964.0,8956063.25,76862208.25,22.0,26.0,31.0,23.490281404119525,25.365937707090787,29.852302459445315,26.236173856885205,3.269068857397975,Protein Synthesis,1.8873977848181434
A0A8J5GKQ2,Alpha-mannosidase OS=Zingiber officinale OX=94328 GN=ZIOFF_034286 PE=3 SV=1,110.7,7957317.71875,4201361.34375,5876794.78125,15.0,14.0,12.0,16.01610095735422,13.658581842279656,11.555729984301413,13.743470927978429,2.2313968544313543,Other,1.2882975745748266
A0A8J5GKL8,Ribosomal protein L19 OS=Zingiber officinale OX=94328 GN=ZIOFF_037855 PE=3 SV=1,24.0,4530572.125,2381995.21875,3577659.1875,12.0,10.0,13.0,12.812880765883376,9.756129887342611,12.518707482993197,11.695906045406394,1.6863223706148638,Protein Synthesis,0.9735986746149795
A0A8J5GKL0,Sucrose synthase OS=Zingiber officinale OX=94328 GN=ZIOFF_033650 PE=3 SV=1,92.8,381544.6875,1388920.5625,978889.375,36.0,41.0,36.0,38.438642297650134,40.00013253810471,34.66718995290424,37.70198826288636,2.741726377569702,Other,1.582936462134165
A0A8J5GK55,"1,4-alpha-glucan branching enzyme OS=Zingiber officinale OX=94328 GN=ZIOFF_027597 PE=3 SV=1",101.8,0.0,455284.5,0.0,,3.0,,0.0,2.9268389662027836,0.0,2.9268389662027836,0.0,Other,0.0
A0A8J5GJR0,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_033072 PE=4 SV=1,100.3,0.0,2658106.125,2180302.4140625,,8.0,7.0,0.0,7.804903909874088,6.740842490842491,7.27287320035829,0.7524050449962231,Antioxidant,0.4344012552682019
A0A8J5GJP1,Ribosomal protein L35A OS=Zingiber officinale OX=94328 GN=ZIOFF_035086 PE=3 SV=1,20.5,4580935.0,4610040.875,4953199.25,22.0,33.0,39.0,23.490281404119525,32.195228628230616,37.556122448979586,31.080544160443242,7.098863442260482,Protein Synthesis,4.098530719329483
